valence,anger,disgust,fear,joy,sadness,surprise,headline
-91,15,16,18,0,90,2,Eight US soldiers killed in Zabul helicopter crash
59,2,0,8,52,1,14,Arroyo lauds passage of anti-terror bill
61,2,2,5,49,1,15,House passes anti-terrorism measure Manila
44,0,0,9,37,0,9,Livingstone's transport empire may extend
16,5,3,7,27,10,6,"London is pace-setter on congestion toll, says mayor"
-16,16,11,9,15,8,2,Protest greets congestion charge's westward push
-87,22,10,42,0,76,16,"Thailand attacks kill three, injure 70"
48,0,0,2,43,2,15,Thai Govt moves to smooth over relations with south
-71,48,15,49,0,26,15,Bombings say Muslim rebels won't negotiate
-24,0,0,15,1,25,45,Roots of autism more complex than thought
11,0,0,12,16,21,30,Largest ever autism study identifies two genetic culprits
56,0,0,6,48,10,18,Canadian breakthrough offers hope on autism
-49,0,0,37,6,17,16,Beware of peanut butter pathogens
7,0,0,23,24,2,4,Experts offer advice on salmonella
35,0,0,16,37,24,16,Experts issue new heart disease guidelines for women
47,0,0,7,41,6,21,"For women, aspirin a day could keep stroke away"
-46,0,0,45,0,17,23,High cholesterol raises stroke risk healthy women
-24,16,4,44,30,13,21,Cooked chicken breasts join tainted-food recalls
-8,16,5,52,30,16,28,Ready to eat chicken breasts recalled due to suspected listeria
-40,10,3,19,14,16,43,Fully-cooked chicken strips recalled
2,3,0,10,15,11,32,Committee debates cancer vaccine plan
37,0,0,4,41,9,25,Stop cancer with a shot
41,0,0,19,42,5,34,1 mln birds to be vaccinated from bird flu near Moscow
-27,0,0,61,23,26,5,Thousands tested after Russian H5N1 outbreak
-75,0,0,71,0,18,22,"Russian bird flu outbreak is deadly ""Asian strain"""
-65,15,10,20,0,64,38,Bernard Matthews to lay off up to 500 workers
-60,13,12,17,0,53,29,Matthews lays off 130 turkey workers
-58,28,11,51,1,16,14,Reopening bird flu-hitfactory ignores risks - poultryman
-18,0,0,7,0,21,7,Goodbye to girlhood
-44,50,45,12,14,29,15,Media cited for showing girls as sex objects
-49,23,16,11,0,19,6,Sexualisation 'harms' young girls
-59,0,0,53,0,9,3,A shot in the arm
1,2,0,41,25,6,9,Thousands line up to get late flu shots
46,0,0,9,49,5,23,King county offering some free flu vaccines
71,0,7,10,60,10,0,Bush vows cooperation on health care
44,0,2,8,39,3,15,Health returns as hot issue in '08 race
73,0,0,0,58,0,14,Small-business owners find Bush health plan appealing
-14,0,0,23,0,12,13,Pediatricians say more cord blood is needed now
0,0,0,13,8,0,29,Whether to save cord blood can be puzzle for parents
81,0,0,0,80,2,24,Retinal implant helping blind people see again
-43,18,18,11,0,30,39,"Indonesia ""will not share"" flu samples"
1,0,0,26,26,0,16,Health Canada issues advice on canned tuna
-20,0,0,22,13,28,23,Cholesterol link in diabetes study
54,0,0,3,35,2,38,Pig cells hope for diabetes cure
-12,0,0,14,9,25,29,Sick hearts switch on a fetal gene
-4,0,0,22,24,15,38,Foetal mechanism helps heart failure
-60,0,0,61,0,15,11,"Planned cesareans not risk-free, group warns"
72,0,0,0,60,0,20,Scientists tout cocoa's health benefits
73,0,0,0,70,0,35,Feeding your brain: new benefits found in chocolate
74,0,0,0,71,0,41,Some cocoa may improve brain blood flow
-20,23,12,16,16,22,10,Lawyer for deceased Nazi-era collaborator Papon vows to bury him
70,0,0,2,66,2,45,"Cocoa could be antidote to age-related diseases, says new study"
-35,13,3,11,0,20,23,China denies reports of North Korean apology
-49,38,17,33,0,14,7,Hungarian opposition calls for vote after violence escalates
-56,16,17,10,0,39,10,AU regrets Sudan's expulsion of UN envoy
-24,20,13,24,0,19,0,Bush officials: no big move in Iraq plan
3,4,7,0,13,0,17,Opponent is put on the spot over remarks about Clinton
34,0,0,0,29,0,12,House ethics panel talks to Hastert aide
68,0,0,0,57,0,15,BellSouth says profit rises 30% on cingular earnings
-10,18,18,5,14,35,17,Enron boss gets 24-year sentence
17,4,8,4,20,13,10,Sony apologizes for battery recall
63,0,0,0,42,0,38,Google unveils do-it-yourself search engine
63,0,0,0,54,0,17,Firefox 2.0 hits the Web
64,0,0,0,56,0,22,Oracle World opens with Dell unveiling AMD-powered computers
-29,0,0,0,6,31,10,Seahawks' QB Hasselbeck out 2-4 weeks
70,0,0,3,63,7,4,Marathon winner released from hospital
-62,46,18,17,0,25,24,Punter charged with stabbing asks to live outside state
47,0,0,0,47,0,14,Allmendinger joining Toyota team in NASCAR
-31,0,0,6,0,38,2,Trying to assess the damage in Cleveland
45,0,0,0,39,0,17,Bryant's boot may have salvaged Bucs' season
2,0,0,0,2,0,1,This week in auto racing October 27 - October 29
-41,6,13,9,0,15,35,Merriman violation stuns ex-teammate
-30,14,0,0,0,14,8,Bruce revells in upset
-64,0,0,4,0,62,12,Steelers' Roethlisberger has concussion
7,10,0,0,22,15,29,Arthurs upsets Robredo in first round at the St. Petersburg Open
38,0,0,0,35,0,2,Mbeki: 2010 World Cup Planning on Track
19,0,0,0,12,0,8,Clinical Everton show Moyes means business
41,0,0,0,42,0,22,MS Adds Office 2007 to Vista Coupon Program
-18,0,3,0,0,9,10,One search does not fit all
-6,4,0,4,0,9,23,Apple's dark secret? The 39% claim
-33,0,0,5,2,51,12,Bad weather cancels men's downhill
78,0,0,0,67,0,18,Cool millions for YouTube founders
60,0,0,0,49,0,4,"London market a shopping, dining haven"
64,0,0,0,52,0,29,'Jackass' star marries childhood friend The secrets people reveal
71,0,0,0,68,0,30,Audio Slide Show: A love story lasting 61 years
49,0,0,0,51,0,33,Microsoft to release next generation phone
-58,0,0,18,0,48,43,Body Shop's Roddick has Hepatitis C
-4,8,7,38,6,25,38,Teen allegedly armed by mom turns self in
9,0,0,1,11,0,8,Oxfam: action needed for Chad
-75,31,2,31,0,38,2,Violence continues at disputed holy site
-79,7,0,33,0,53,6,Storm leaves behind major travel troubles
-83,13,2,30,0,74,1,3 U.S. troops killed hunting weapons cache
52,4,5,6,48,8,16,China's 'Friends' highlights Web freedoms
70,0,0,11,67,17,19,NATO: Afghanistan peace 'by 2009'
71,0,0,0,52,0,28,Alaska's northern lights captivate Japanese
-53,13,16,0,0,59,21,Smith can't be buried until hearing
81,0,0,0,67,0,23,Spacewalker sets new U.S. record
3,0,2,12,22,8,46,Fortune: India the Superpower? Think again
-37,44,17,29,16,28,16,Kerry blasts 'escalation of misguided war'
-21,0,0,0,1,22,27,Anna Nicole claimant: A prince of a guy?
49,0,0,0,52,0,8,'Ronnie' and Eto'o hug and make up
54,0,0,0,40,0,11,Best of the Chicago Auto Show
61,0,0,0,51,0,11,"'Grey's,' 'Betty,' 'Scrubs' get boost"
-84,6,0,56,0,76,32,Massive mud traps dozens of families
-14,0,0,14,8,34,40,"Edwards blogger quits, becomes journalistic martyr"
-69,4,0,20,0,82,10,Town packs gym to mourn 10 killed in fire
48,0,0,7,46,7,28,Spain ahead although Nadal is out
19,0,0,0,18,0,5,ECB holds rates at 3.5 percent
-41,27,15,34,10,18,9,Iran rejects US claims of supplying weapons in Iraq
42,0,0,18,44,6,11,Jakarta begins disinfection
-14,0,0,2,22,44,15,"Rowling 'heartbroken,' 'euphoric' at 'Potter's' end"
-21,5,26,5,12,11,23,Apple revs up Mac attacks on Vista
-59,0,0,51,0,42,11,Fear hinders black marrow donation
-59,45,9,19,0,30,29,Texan allegedly joined Somalia rebel plot
33,4,0,12,33,14,28,"U.S. to allow 7,000 Iraqi refugees"
-38,29,22,43,12,10,5,Japan: Whaling activists 'terrorists'
0,0,2,13,5,0,28,'Hannibal' bites the big one
-14,36,26,13,0,26,31,Women protest Pakistan demolition
41,0,0,0,43,0,32,Wii news for gamers
16,6,8,6,28,3,15,Democrats look beyond symbolic vote on Iraq
12,2,8,10,20,13,24,Portugal to vote on abortion laws
-60,32,9,40,2,27,2,Frustration rises as North Korea nuclear talks stall
19,0,0,12,13,5,61,Horse teeth give details of ancient big chill
-42,14,22,11,3,20,33,Scam lures victims with free puppy offer
57,1,0,5,47,4,11,Two Koreas to resume talks
31,0,0,0,28,0,9,Mickelson driving force at masters
24,0,0,0,15,6,15,England opt for Bopara over Loye
32,0,0,5,33,0,14,Create own 'Thrillville' for a wild ride
-27,6,7,10,1,18,33,Edwards' campaign blogger quits amid Catholic controversy
-22,0,8,0,0,27,26,Judge: Preserve Anna Nicole's body
26,0,0,1,33,2,12,"Dolphins, sea lions may report for duty soon"
1,0,0,26,8,0,13,Nasdaq-LSE battle nears deadline
15,0,0,13,20,19,13,A personal plea for HPV vaccine plan
46,2,0,19,46,10,31,U.S. opens door for Iraqi refugees
-84,7,0,31,0,82,17,Swiss plane crashes at Moscow airport
72,0,0,0,57,0,30,Study: napping might help heart
74,0,0,2,59,2,19,MySpace sales surging
-72,11,0,19,0,67,24,"Telecoms giant slashes 12,500 jobs"
70,0,0,0,59,0,15,Air France KLM profit rises
-37,8,1,39,16,22,13,Uganda parliament votes to send troops to Somalia
57,0,0,0,53,0,23,King and queen reign at British film awards
42,0,0,0,42,7,28,Murphys rule box office with 'Norbit'
-55,23,8,45,0,19,20,Thousands rally in Lebanon
10,0,0,0,13,0,10,Yahoo's mission quest
36,0,0,2,28,0,16,Area should get 3-5 inches of snow today
64,0,0,6,58,0,21,Miss Brazil wins lawsuit competition
-72,3,0,44,0,54,18,"Snow wreaks havoc in East, Midwest"
-15,0,6,6,0,0,34,The secrets people reveal
49,0,0,3,32,4,60,Research supports medicinal marijuana
47,3,0,3,52,17,16,All African amputee football games kick off
-67,9,0,26,0,60,23,Group: Video shows chopper go down
-6,0,0,0,35,16,19,Sale of Chrysler possible
-30,37,14,43,13,47,5,Russia condemns terrorist acts on buses outside Beirut
67,0,0,5,66,12,20,Technology may save India's river dolphins
51,0,0,0,59,3,17,Airbus A380 superjumbo takes off
62,0,0,0,60,0,31,Naps are great for chaps
72,0,0,0,67,0,21,Female astronaut sets record
33,0,0,0,13,0,37,Corn stoves popping up in U.S. homes
-68,14,12,38,0,42,24,Iraq closes borders with Syria and Iran
-50,11,2,15,0,36,27,The troubling ending of 'The Departed'
21,0,0,0,23,0,6,Vietnamese bank plans IPO listing
23,0,0,0,17,4,18,Toyota's Scion parks in Second Life
38,0,0,0,49,0,11,Obama will run in 2008
56,0,0,0,47,0,22,'Cagney & Lacey' finally coming to DVD
-25,25,0,50,0,12,12,Merkel: Stop Iran
-70,14,1,19,0,54,50,Salt Lake City mall shooter was teenager
73,0,0,0,68,0,35,Female astronaut sets record
10,4,0,3,12,10,10,Oil holds at $58
51,0,0,0,37,0,28,Obama announces presidential bid
51,0,0,0,40,0,36,Tell your boss: Naps are good for you
-59,28,10,12,0,23,15,Serbia rejects United Nation's Kosovo plan
-21,4,1,28,0,31,10,Amish discuss shootings
-3,1,17,1,7,0,25,"Jail me, I ate Ivory Coast chocolate"
-39,15,14,21,0,6,8,Can North Korea be trusted?
-34,0,0,0,0,20,14,Tourism lags in Bush's hometown
-30,7,0,4,0,16,50,Astronaut's arrest tests NASA's mettle
58,0,0,6,55,0,20,Man gets second chance at space ride
47,0,0,0,39,0,40,"Go ahead, take a nap, science says"
21,0,0,11,17,9,11,Weekly Nielsen will 'Lost' find its way back?
-36,5,13,4,0,14,18,Brith Airways baggage charges cause confusion
-86,0,0,45,0,73,21,Indonesian with bird flu dies
69,0,0,0,54,0,15,St. Louis poised for entertainment upswing
-4,3,0,8,25,16,28,New York City may ban iPods while crossing street
-26,21,14,9,16,56,33,Boy allegedly told to kill by mom gives up
47,0,0,18,55,6,12,Gray wolves off endangered list
14,0,0,8,9,0,1,Vista's hyped security will be tested
-58,23,11,48,0,15,17,UK police slammed over terror raid
-51,4,0,35,8,22,14,Mogadishu residents flee blasts
-91,2,1,65,0,85,21,Bomb kills 18 on military bus in Iran
32,0,0,0,27,0,12,"'WarioWare,' Wii make perfect fit"
-33,11,2,27,0,11,8,U.S. at odds with cleric's aide
-62,14,3,21,0,67,21,Desperate Iraqi mother relies on militia for help
7,6,0,14,12,11,16,Full details of the EU report on Iran
16,0,4,0,20,2,8,Singer on Cowell: Glad he was mean
-36,4,2,6,0,21,9,Jones faces Europe meetings snub
58,0,0,0,53,0,12,Beckham goal helps Real snatch win
-57,0,0,43,0,17,14,Guinea: Plan offices close as country declares emergency
80,0,0,0,62,0,15,Japan's economy grows
18,3,0,7,28,22,20,United Nations peacekeepers raid Haitian slum
41,0,0,1,45,0,21,Work starts on Arctic seed vault
54,0,0,0,45,0,20,Social networking goes mobile
57,0,0,0,40,1,29,"Beauticians cut, curl, offer stroke-prevention info"
54,0,0,6,49,3,55,"Siesta cuts risk of heart disease death, study finds"
46,0,0,0,29,0,20,Thomas Cook to merge with MyTravel
55,0,0,0,37,0,29,Nap your way to a successful career
-65,3,0,47,1,50,21,Village buried by 100 inches of snow
59,0,0,0,39,0,23,Oprah announces new book club pick
47,0,1,1,23,0,8,The science of love ... and lust
-64,11,1,11,0,47,20,"Northeaster cancels flights, shuts schools"
66,0,0,0,51,0,35,Napping may be good for your heart
-70,32,1,11,0,51,32,Ryan O'Neal injured son's girlfriend
-78,0,13,46,2,60,22,Chrysler's Valentine's Day massacre
-17,1,0,46,34,36,13,Madrid bombings trial begins
-6,14,22,10,14,11,11,Fight starts over HPV vaccine
61,0,0,1,48,0,19,Autos drive European gains
22,0,0,2,21,6,4,James Brown's partner can get her things
-45,0,0,0,2,35,17,Auto show canceled
-11,0,1,0,0,3,30,UK luxury maker Burberry: 'Made in China'?
51,0,0,4,43,0,42,On-the-job naps might cut heart risk
41,0,0,0,39,0,6,"No. 1 Florida survives Rupp Arena, streak hits 16"
-19,0,0,2,6,36,21,J.K. Rowling marks spot of 'Potter's' end
45,0,0,0,37,0,6,Gronholm takes a commanding lead
-44,29,18,9,1,8,12,Howard slams Obama on Iraq policy
-6,3,1,8,0,16,11,Manila hints at ransom approval
1,0,4,0,8,3,7,Champion Murray too good for Kim
-6,2,0,4,8,15,6,"G7: Yen skates by, yuan singled out"
-13,4,0,19,7,17,30,Gunman 'was Srebrenica survivor'
-6,0,3,9,21,9,14,Cutting through the clutter to get things done
52,2,0,10,47,17,19,Mother: Lohan is doing 'great' in rehab
29,0,0,1,31,0,20,Who's going to win at the Grammys?
-40,9,13,7,0,12,31,"Libby defense upsets judge, rests"
4,0,0,2,17,31,10,Breakup rings find new homes
26,0,0,0,37,11,9,Gronholm ahead as Solberg crashes
-39,0,8,0,0,20,6,'Norbit' a waste of Murphy
-2,0,0,8,19,14,20,Rocky start for Bangkok airport
-92,11,0,61,0,87,9,12 dead in Lebanese minibus bombings
-71,25,45,21,0,35,20,Sex torture claims hit Russia army
15,0,0,2,7,4,52,Mega-marsupials once roamed Australia
11,0,0,3,3,0,23,Rupert Murdoch's secret TiVo
-44,3,0,42,16,50,29,"UPDATE 1-Plane crashes at Moscow airport, no passengers"
-41,30,0,20,6,10,38,HPV vaccination stirs heated debate in America
-16,8,17,16,3,14,45,Court TV: Accused killer tells jury a love story
14,0,0,7,22,7,37,Whistle-blowing Web site exposed
39,0,0,0,32,1,32,"Start late, retire rich"
7,30,17,15,18,17,4,Somali PM vows to bring Islamists to justice
1,0,3,5,8,11,29,Swingers more common than most think
-71,3,0,0,0,70,7,Anna Nicole Smith fans mourn in cyberspace
-52,9,0,56,0,8,44,Antibiotic Ketek more dangerous than thought
32,0,0,0,45,0,19,Time to book your cruise
-49,0,0,12,4,42,12,'Blazing Angels' for PS3 fails to soar
-35,7,0,12,0,29,13,North Korea aid demand stall talks
-44,0,0,13,4,43,28,Cartoon Network head steps down
43,1,0,4,49,0,27,Malaysia aggressively wooing tourists
-51,2,5,9,1,49,19,Anna Nicole Smith's Bahamas home seized
-30,0,0,19,0,27,48,Andromeda involved in galactic collision
12,0,0,5,36,13,32,Rwanda mulling 3-kid limit for families
67,0,0,0,57,0,18,Wilkinson sets record in tame win
38,0,0,12,43,0,16,Army engineers say dam safe
-1,8,4,43,31,12,17,France: Al Qaeda suspects arrested
-3,7,9,10,15,12,13,Utah gunman survived Srebrenica
33,0,0,0,22,0,42,Creating a whole album in a month?
-78,10,4,71,0,24,22,India to test new nuclear missile
26,4,3,10,0,13,15,G7 to China: Ease exchange rate grip
-7,2,5,0,17,16,7,Hatton hands back IBF title again
-16,0,0,16,8,9,12,"Bernanke: Economy healthy, but..."
44,0,0,0,37,0,6,"Mickelson, Sutherland share lead"
60,0,0,0,51,0,42,"Napping is good for your heart, study finds"
21,0,0,0,10,3,11,Princess Masako author: No regrets
-21,0,7,8,1,10,38,Students use IM-lingo in essays
64,0,0,0,54,0,27,Malaysia launches tourism campaign
-56,2,0,7,0,52,12,Study: Africa's Internet gap getting wider
-62,4,7,32,0,28,20,Travel chaos as heavy snow hits UK
4,1,4,0,6,1,24,Paula Abdul: 'I have never been drunk'
-68,4,0,70,0,16,19,Salmonella outbreak traced to peanut butter
-60,27,0,43,0,13,11,Putin: U.S. force fostering nuke ambitions
-30,0,0,45,12,8,12,"Nuke detectors to ring New York, official says"
-90,10,0,65,0,81,20,Double bus-bombing kills three in Lebanon
-15,0,0,2,8,16,19,Davydenko out as seeds scattered
34,0,0,0,31,0,20,Obama: I'm running for president
59,0,0,0,58,0,9,Paterson boots Scotland to victory
2,0,0,14,13,12,25,"African-Americans are organ donors these days, but what about bone marrow?"
60,0,0,2,44,0,40,Study: On-the-job naps might help heart
-6,0,0,40,21,9,20,"Guinea capital largely calm under curfew, marital law"
7,0,0,3,20,10,39,Bosses sleeping on idea of letting workers take naps
-46,29,42,16,0,18,30,Teacher's porn conviction sparks tech debate
51,0,0,0,44,0,19,Singapore pampers its waterfront promenade
7,0,0,3,24,14,32,Rwanda mulls three-child limit
26,5,5,7,29,8,13,Samsung settles price-fixing lawsuit
-52,14,12,35,0,18,24,"Radical cleric al-Sadr in Iran, U.S. insists"
65,0,0,0,60,4,33,Reports: Harvard set to name first female president
1,0,4,33,15,12,34,Iraq unveils new security plans
60,0,0,0,54,0,20,University offers support to New Orleans school
-51,2,4,39,0,21,5,"Storm causes slick, icy roads"
-82,0,1,40,0,75,27,South Korea fire kills 10 foreigners
48,0,0,0,45,12,48,Prehistoric lovers found locked in eternal embrace
4,0,0,4,5,4,9,Charts: Is your city lean or lethargic?
-35,28,17,19,14,30,14,Peru leader questioned in massacre probe
23,7,10,12,34,12,20,U.S. commander: Iraq not hopeless
-10,1,8,4,16,7,15,Australian PM stands by Obama attack
44,2,0,3,47,3,27,Mardi Gras rebound in the offing for New Orleans?
66,0,0,4,54,2,30,Siestas may cut heart disease risk
-82,8,0,22,0,73,26,"Oregon snorkeler mistaken for rodent, shot in face"
-14,11,5,21,8,5,8,Petraeus takes command in Iraq
-88,36,0,43,0,76,22,6 dead after Utah Mall shooting rampage
-84,3,0,41,0,67,23,Sharks kill four people in 'dull' year
67,0,0,0,52,0,29,Record-shattering day on Wall St.
-15,4,11,6,7,13,11,Comedian says government silences critics
73,0,0,0,64,0,13,Rockers big winners at Brit Awards
-81,13,0,34,4,83,25,Samba school leader killed before Rio carnival
-38,0,8,4,12,41,26,"Taiwan's 'Mr. Clean' indicted, steps down"
-20,54,15,17,25,6,19,Woman fights to keep drunken driver in jail
-84,49,10,78,0,15,20,Al Qaeda group calls for attacks on U.S. oil
-14,9,2,13,15,16,13,Cousin: Gunman was Srebrenica survivor
48,0,0,0,33,0,11,Turkmenistan votes for president
21,0,0,0,12,0,17,Here is some advice to take to heart...
3,0,0,4,6,2,6,10 don't-miss tax breaks
-39,37,0,10,20,17,10,Police break up Kosovo protests
4,0,0,0,14,13,13,Messi makes Barcelona squad return
-78,3,0,21,0,77,23,Jump reported in accidental drug-overdose deaths
-53,27,0,11,0,44,13,Catania punished for fan violence
78,0,0,0,69,0,31,Isinbayeva sets 20th world record
-24,31,9,15,14,26,14,Lawmakers blast FDA drug safety oversight
54,0,0,2,47,0,41,Regular naps make hearts healthy
-33,0,0,9,0,29,0,Ice stops trolleys cold
-3,7,9,14,12,18,27,U.S. gunman 'was Srebrenica survivor'
-74,9,37,14,0,33,21,Outdated baby food found on shelves
-59,17,28,13,0,17,11,Tow truck drivers accused of stealing cars
7,7,11,15,21,13,2,Bush: It's time for Congress to back energy plan
28,2,10,6,33,5,12,UK soldiers cleared of Iraq abuse
21,11,5,19,34,8,17,FDA revises label warnings on the antibiotic Ketek
7,0,0,0,7,0,7,Toshiba Portege R400
-61,0,0,0,0,76,7,South Africa mourns Adelaide Tambo
54,6,0,14,51,16,15,Evacuees can return home after plant blast
-64,0,0,0,0,68,18,Anna Nicole Smith's body lies in legal limbo
-7,4,15,0,17,12,34,Former teacher poses for Playboy
-61,30,5,13,0,25,19,France rejects Rwandan investigators
51,0,0,2,40,0,44,A nap a day may keep the heart doctor away
21,3,4,5,25,10,12,"Higley, Gonzalez lead in Malaysia"
50,0,0,0,40,0,18,Grammys ready to name winners
-15,9,0,4,5,3,9,Pound will not drop Armstrong case
48,0,0,0,39,0,7,Reunited Police to start world tour in May
43,0,0,0,33,0,13,Turkmen acting leader sworn in as new president
38,0,0,0,37,0,9,Allen and Okur get All-Star call
29,0,0,0,22,0,4,Svindal claims are golden double
-91,12,0,57,0,87,18,"Trolley Square shooting leaves 6 dead, including gunman"
-68,7,0,51,0,28,24,Bridge blast stops I-95 traffic
-88,5,4,49,0,74,25,"Mother, daughter stabbed near school"
-6,0,11,3,0,0,0,Excerpt: Politicians and the press
38,1,0,2,24,2,12,North Korea gets 'money and respect'
35,4,4,2,24,5,7,Beyonce in a bikini as SI's swimsuit cover model
42,0,0,0,32,0,40,Loving with all your ... brain
-12,17,21,8,11,11,32,Shoplifters' choice: Police or T-shirt of shame
-29,0,0,18,0,8,9,Cuban official: Web a 'wild colt'
27,0,0,0,20,0,6,Slow 'Music and Lyrics'
31,0,0,9,36,10,17,Mexican navy helps in hunt for U.S. engineer
-20,0,2,3,5,19,16,Smith baby may not be pot of gold
5,0,0,2,0,0,2,Latest updates on world's top stories
-84,44,13,31,0,82,13,Beating leaves teen in coma
51,0,0,0,42,0,11,Tiempo Libre has Grammy dreams
32,0,1,0,22,0,34,GPS sneakers locate with press of a button
-24,2,0,0,0,20,19,Embattled Edwards blogger quits campaign
-70,19,15,42,0,25,14,Britons deported from Somalia held under Terrorism Act
5,0,0,2,0,0,1,Updates on world's top stories
57,0,0,10,57,8,24,Breast cancer drug promises hope
-17,0,0,0,0,0,60,Ancient coin shows Cleopatra was no beauty
48,0,0,0,40,0,53,YouTube yields surprising payback
-15,0,0,14,4,6,48,Up to 22 inches of snow in forecast
17,0,3,0,22,3,6,Werder make 10-man Ajax pay price
-3,45,13,15,27,25,5,EU condemns 'illegal' CIA flights
-29,21,12,47,0,31,8,Report links humans to global warming
-29,22,8,10,11,15,13,UN nuclear watchdog slashes Iran aid
-55,7,23,10,6,43,18,Survey: Tech a tool in teen dating abuse
28,3,0,4,55,3,39,The breast cancer breakthrough saving 1000 women a year
-16,0,0,4,8,17,3,"Tourist spot resists gravity, but not progress"
32,0,0,0,28,0,9,The NFL's 20 biggest potential free agents
67,0,0,0,55,0,21,World tourism sets record in 2006
-33,17,9,11,0,15,23,BA to charge $470 for an extra bag
54,0,0,0,41,0,17,Kuerten returns to winners' circle
18,0,0,4,26,30,33,World's oldest newspaper now exists only online
-60,8,7,13,0,40,8,Japanese whaler afire in Antarctic
-78,12,0,60,0,28,19,EU document: Iranian bomb unstoppable
27,3,0,9,32,9,9,U.S. urged to lead on 'green' actions
-10,5,7,13,11,11,32,See if your city is one of the United States' top 10 fittest or fattest
-39,0,0,33,0,21,6,Lee in pre-World Cup injury scare
70,3,0,5,65,5,42,New cancer drug to save a thousand lives a year
-67,17,68,15,0,15,30,Ex-teacher guilty in nude-pictures scheme
-17,8,24,12,13,12,31,Fire extinguisher part of Tennessee execution kit
45,0,0,0,38,0,23,Founder returns to Dell helm
49,0,0,0,43,0,16,Charles Gibson takes over first place
-74,24,9,14,0,61,25,Ex-Border Patrol agent beaten in prison
-47,30,22,0,0,10,19,'Made in China' irks some Burberry shoppers
39,0,0,0,17,0,55,Stonehenge workers' village found
3,0,0,0,3,0,11,Who is Prince Frederic von Anhalt?
-3,0,5,9,1,9,30,Latest food-fad -- 'space potatoes'
16,3,0,11,22,12,21,Ethiopia readies for millennium all its own
67,0,0,3,50,1,42,Good news for slackers: Naps may cut risk for heart problems
-16,5,0,9,0,26,22,Snowbirds shortening their Florida stays
24,0,0,10,33,6,12,Win a (concert) date with the Police
-31,2,0,37,4,11,11,"Snow begins, heavy accumulations expected"
4,0,0,30,35,29,18,"Jet flips in snowstorm, none dead"
-33,0,0,28,0,15,30,Frantic 911 call in Ryan O'Neal case
49,0,0,0,43,0,8,Durant's success trumps the Gators
-33,4,30,9,4,8,19,Scientist snoops in astronauts' journals
49,0,0,0,38,0,23,YouTube founders split $650M payout
44,0,0,1,35,1,12,African nation hopes Whoopi can help
30,0,0,2,29,2,7,United hang on to six-point lead
-47,3,0,9,0,42,11,Lawyer seizes Smith's Bahamas home
-8,0,7,11,7,4,28,Was Prince's super show too revealing?
-26,0,0,6,4,33,18,Clijsters looks for a long goodbye
-34,2,2,29,0,15,40,Snow's too deep even for snowmobiles
15,0,0,0,5,0,39,Study: Female seals picky about mates
-60,42,3,35,0,20,18,"ROUNDUP: Protests erupt despite ""state of siege"" In Guinea"
-91,35,64,44,0,28,12,Study: More kids exposed to online porn
30,0,4,2,26,5,2,Beyonce new SI bikini cover girl
34,0,0,9,33,12,67,"Marijuana helps ease HIV nerve pain, study says"
-44,0,0,3,0,36,11,Serena misses Bangalore tournament
-77,10,3,11,0,74,25,"Dryer blamed for fire killing 39 cats, dogs"
27,0,0,0,27,0,7,"Roddick, Murray score in San Jose"
20,12,0,0,32,6,10,Apple trademark dispute settled
-19,0,5,6,1,21,18,U.S. online love brokers eye China
-27,30,0,28,15,20,17,U.S. diverts troops to fight Taliban
-73,0,0,7,0,81,7,'House of Cards' actor Ian Richardson dead
-22,3,0,22,29,53,14,Taliban leader killed in airstrike
41,0,0,0,34,0,24,Escape to Prague without the summer hordes
4,2,2,12,4,15,77,Kathmandu: First snow in 63 years
-50,0,1,3,0,41,12,Nasdaq fails in bid for LSE
-72,5,6,12,0,73,44,Ex-pastor gets death sentence
31,0,0,11,34,13,57,Baby born on turnpike after dad misses exit
19,0,0,0,14,0,43,Study links chimps and 'hammers'
44,10,6,14,41,17,31,UN-Google Earth map climate change
